cust_id,gender
3500,0.4307390175038453
3501,0.2059917084596035
3502,0.2420497793072315
3503,0.4919303606668446
3504,0.4980002100785616
3505,0.489716386445679
3506,0.16027142161242894
3507,0.4985887554962576
3508,0.49408944823953843
3509,0.3678685063457526
3510,0.3573567295876328
3511,0.49295111069972436
3512,0.4975421276494479
3513,0.4570444977546759
3514,0.4978406501263836
3515,0.455873981883766
3516,0.1832391584778394
3517,0.43577389242393383
3518,0.4451887381707319
3519,0.47783848568408355
3520,0.48371943385901
3521,0.4367119675684165
3522,0.4979436562860944
3523,0.08066804090365674
3524,0.4699508254663808
3525,0.4929442271517512
3526,0.47490732784237827
3527,0.47800459295023184
3528,0.49686546460095043
3529,0.49356206007630987
3530,0.26914388080943136
3531,0.49385158446385613
3532,0.3796869102859993
3533,0.4792496618343144
3534,0.4992104148993009
3535,0.4906565082812532
3536,0.4868904976112348
3537,0.41048774097307744
3538,0.49422363023722177
3539,0.4990893048698612
3540,0.1823053406346002
3541,0.25123369409140006
3542,0.4734875916947793
3543,0.3046160139989051
3544,0.4839452403697871
3545,0.4257611338675556
3546,0.39912349127891883
3547,0.12095283705942607
3548,0.4968198341513759
3549,0.46583144178150765
3550,0.4943918869595498
3551,0.49738257491033044
3552,0.4545698766810415
3553,0.4909012217109997
3554,0.43560333742508284
3555,0.258283288284692
3556,0.499890456412523
3557,0.4778638657720783
3558,0.1699129320749215
3559,0.2575046856752011
3560,0.4991872054234062
3561,0.45821513601199665
3562,0.37911377337478774
3563,0.38031842885789774
3564,0.4884016381211825
3565,0.48819768912799594
3566,0.10436996268793915
3567,0.49880672606539395
3568,0.3982636451694529
3569,0.4815402280161785
3570,0.47137338875101614
3571,0.49017642189456306
3572,0.49779493890307996
3573,0.47769763896142176
3574,0.4882613771431751
3575,0.49714225340963636
3576,0.498304615571886
3577,0.212065301608167
3578,0.331188632506221
3579,0.24545031321966013
3580,0.48968171228068486
3581,0.49970244615311815
3582,0.4991532518586835
3583,0.4792391140142834
3584,0.4900835145578529
3585,0.4321313910221055
3586,0.046936837666706636
3587,0.305501874902826
3588,0.37141897427214904
3589,0.486664924907383
3590,0.4456092793798467
3591,0.2911781988882555
3592,0.49683943403347397
3593,0.46331957965803205
3594,0.39994158004214503
3595,0.46160066753006646
3596,0.47301310421760484
3597,0.11888048301714166
3598,0.4744588858039413
3599,0.49899870545282876
3600,0.49180487510008397
3601,0.30477929767734674
3602,0.45916245082029655
3603,0.32445892335794974
3604,0.48670440887959965
3605,0.48946630007670794
3606,0.46753313514563793
3607,0.45411291273227516
3608,0.4135690404521072
3609,0.4407708120859067
3610,0.4884342354078573
3611,0.4978520963000294
3612,0.4974068545884487
3613,0.4406810332255943
3614,0.4972401149963835
3615,0.3031101624270982
3616,0.4960590733451897
3617,0.49997591094597243
3618,0.49586599154134603
3619,0.24961969433326126
3620,0.023432826560528756
3621,0.48825046879448747
3622,0.45475961365666867
3623,0.49689343125679436
3624,0.4215459358345694
3625,0.49782923941903445
3626,0.45670018831503806
3627,0.33921843339215446
3628,0.47761367430143964
3629,0.48324315327745904
3630,0.42187514142920374
3631,0.48798091280553135
3632,0.4167348633476052
3633,0.3839190252189312
3634,0.3790832517218911
3635,0.38972589787568657
3636,0.4588381205073593
3637,0.43407976308669327
3638,0.24678617642090472
3639,0.49354543737509254
3640,0.49752456545823176
3641,0.2824625133166835
3642,0.4842024680757874
3643,0.30415258960208014
3644,0.42562475284759266
3645,0.43321980567956564
3646,0.43512172819435796
3647,0.4967880166654497
3648,0.49938747936398864
3649,0.4936619727905789
3650,0.4563627922463163
3651,0.42965800430336853
3652,0.29814788246008944
3653,0.43354297012593573
3654,0.49213368467395996
3655,0.45043413428539203
3656,0.48966535309848414
3657,0.41984467265754705
3658,0.25941607925348936
3659,0.29006641392178767
3660,0.4357390859975418
3661,0.48629866180815334
3662,0.18931448731994666
3663,0.4985610396922868
3664,0.4952792690537466
3665,0.47063283435126185
3666,0.49999326226961516
3667,0.4034961103670607
3668,0.29022245553939185
3669,0.4969111671944002
3670,0.2937715898598514
3671,0.49988919035327656
3672,0.43922071709513844
3673,0.48191799367229804
3674,0.4978781315790765
3675,0.4773184980729205
3676,0.47630849588302854
3677,0.4845277256513033
3678,0.3834250735329134
3679,0.48973609048865113
3680,0.26877156884940334
3681,0.4995222338103016
3682,0.49928884546819
3683,0.30283125016979395
3684,0.47791215952136573
3685,0.4048887559785021
3686,0.47755063944348713
3687,0.35557604494999406
3688,0.39967703737893384
3689,0.49957725876064646
3690,0.4456085071894153
3691,0.21452313891503724
3692,0.10717427811801901
3693,0.36663549648608684
3694,0.14348712011112127
3695,0.4987049043816599
3696,0.4857251934576052
3697,0.46292963657880604
3698,0.44034256019405593
3699,0.4798907879620281
3700,0.397096483712734
3701,0.29666172011756625
3702,0.4025766095358312
3703,0.49902689343761397
3704,0.4888486914215341
3705,0.49125211913333
3706,0.43190682582165435
3707,0.3740637884964564
3708,0.19310120058453661
3709,0.4391760229874938
3710,0.48112868866884345
3711,0.413913210242234
3712,0.4959584213439438
3713,0.11924666742057544
3714,0.4699392381074996
3715,0.21900304912200172
3716,0.4750760162766699
3717,0.45859911590541647
3718,0.21136812395144597
3719,0.45983836572442205
3720,0.48075055950035217
3721,0.49960014641403255
3722,0.35615974827210023
3723,0.4552112472118255
3724,0.47741335968724097
3725,0.47947616467734927
3726,0.4994805824276816
3727,0.49044340168530143
3728,0.4976252441140994
3729,0.49944524217965425
3730,0.48902005629208495
3731,0.4909234368490121
3732,0.48046364939819636
3733,0.4714536392783008
3734,0.3658425930722266
3735,0.2358859976718232
3736,0.4857970482503534
3737,0.4851099319624207
3738,0.43890620925097784
3739,0.4996012726139087
3740,0.49429872404875647
3741,0.49570962141886976
3742,0.4897177535326354
3743,0.4467399863040338
3744,0.34638883534973197
3745,0.45721320512103164
3746,0.4533568271687328
3747,0.47322474790344554
3748,0.26814145845285403
3749,0.49490629050190893
3750,0.48009437117610587
3751,0.49796166894814675
3752,0.35001435436152156
3753,0.4999807025567167
3754,0.48396747143200114
3755,0.49973523571964906
3756,0.49535477482676116
3757,0.39581008326660716
3758,0.486991829706415
3759,0.4271177600373204
3760,0.12939160146672138
3761,0.4960016902299371
3762,0.3667231899735056
3763,0.3197917344816092
3764,0.4945376294671833
3765,8.286079053525052e-05
3766,0.49947077335873324
3767,0.487772765813452
3768,0.30244142940911145
3769,0.489132894417221
3770,0.4982543224072287
3771,0.1845404983109403
3772,0.4982050107966063
3773,0.49019533371783486
3774,0.4677356561634898
3775,0.4996937395670218
3776,0.48063576307624833
3777,0.4720982407205615
3778,0.48835928715935994
3779,0.4172891455480012
3780,0.494365045914919
3781,0.46190226187545397
3782,0.4973842644037086
3783,0.4597601105623127
3784,0.4967983038838982
3785,0.4999387479060486
3786,0.4710829836013335
3787,0.46488138942116725
3788,0.49206851917207767
3789,0.26048573540455344
3790,0.17385756432839236
3791,0.2557893354247975
3792,0.49959421462507236
3793,0.49540860657848146
3794,0.4596741639934586
3795,0.49979210585220674
3796,0.16704263322281893
3797,0.4888758084942748
3798,0.4972839894595294
3799,0.3796498176184304
3800,0.3118857261543219
3801,0.09588492342057857
3802,0.46658932286891114
3803,0.34926982173658855
3804,0.31713646333339474
3805,0.49673485255976924
3806,0.4963197119840369
3807,0.2393567406223734
3808,0.49860786338081553
3809,0.26563478589103384
3810,0.37994814303845703
3811,0.4995396708587614
3812,0.4884008504422623
3813,0.49940823226194636
3814,0.2822758204033182
3815,0.4999051599240365
3816,0.3653932162203648
3817,0.2942384416659182
3818,0.49514898635241095
3819,0.4675711341326978
3820,0.4773426053952489
3821,0.4998697689506226
3822,0.45525303501355086
3823,0.35913719569900227
3824,0.3766051650279318
3825,0.49987937235599256
3826,0.45227345411609104
3827,0.41220372715844
3828,0.35529326369590447
3829,0.4247304805473963
3830,0.4967659345261631
3831,0.3426461470832596
3832,0.3798035428738548
3833,0.3172948734065524
3834,0.4411525787287585
3835,0.286433388697366
3836,0.1434011539887835
3837,0.3441827932047049
3838,0.48955803637680695
3839,0.4910779917097912
3840,0.457245667945379
3841,0.4239521993912748
3842,0.3902229428703291
3843,0.285028788565863
3844,0.4917396836887437
3845,0.19584181168992987
3846,0.38041291187352977
3847,0.3572993806441974
3848,0.4782813100692006
3849,0.4988678798392387
3850,0.4082110255962156
3851,0.2882131385114482
3852,0.4286890928835433
3853,0.49792462113675673
3854,0.4853205465563412
3855,0.3289223892233176
3856,0.450918428543078
3857,0.397164690423087
3858,0.45195851378780744
3859,0.49128601237239095
3860,0.4999571235341189
3861,0.3539356152378901
3862,0.4770262224407866
3863,0.3844761891803554
3864,0.4999215973199129
3865,0.49336208205352894
3866,0.4993789040838401
3867,0.4940410839781447
3868,0.4917806790154868
3869,0.4638738776534958
3870,0.3747012853515622
3871,0.4861208666694595
3872,0.49599723931527334
3873,0.48346167946993557
3874,0.4788999367704108
3875,0.40346653764430607
3876,0.48635506010219287
3877,0.20600959650647166
3878,0.4481647017321856
3879,0.4923475159325566
3880,0.4878537526030814
3881,0.3188896120571251
3882,0.4597193679006837
3883,0.47317619111341963
3884,0.21549419173667322
3885,0.49867291399030655
3886,0.4999019966504487
3887,0.265072300825931
3888,0.4431342304175156
3889,0.4151745895914882
3890,0.4994783852938487
3891,0.4589440801738986
3892,0.20816333525250294
3893,0.3594620750084686
3894,0.34735446738667247
3895,0.010694064942344306
3896,0.18910263680172226
3897,0.32804003505644064
3898,0.4951048890336418
3899,0.3937157958261946
3900,0.4951048890336418
3901,0.38211401741073553
3902,0.44789295822158565
3903,0.4290666854936942
3904,0.4331447886070885
3905,0.42302394307590463
3906,0.4826423013225575
3907,0.03966437146730772
3908,0.4620753043889145
3909,0.49970771024385047
3910,0.4640650248890265
3911,0.15368483823165852
3912,0.4994487313751987
3913,0.49742536677168575
3914,0.3979521272147414
3915,0.23026645412486013
3916,0.4237788886967334
3917,0.499352440667661
3918,0.49129093255986706
3919,0.28118390355527617
3920,0.45584078866803884
3921,0.4445218069950354
3922,0.461266775165157
3923,0.4999841969596727
3924,0.49678430938996804
3925,0.1823723715656186
3926,0.4213115576303562
3927,0.33781534398782426
3928,0.49918614837276354
3929,0.4960007306396637
3930,0.4962532903998379
3931,0.40580313783599875
3932,0.49816894753541824
3933,0.49892076776073246
3934,0.33109308698322576
3935,0.3065655127630088
3936,0.015509785741996695
3937,0.004874233171097473
3938,0.48633687860042535
3939,0.4771711196039043
3940,0.49918107699835074
3941,0.47498643969346105
3942,0.21321853182567954
3943,0.468970354367152
3944,0.1880831577591306
3945,0.48411638978782007
3946,0.49582236705731664
3947,0.1351602819501199
3948,0.33949058735405546
3949,0.48993133494986973
3950,0.3368261452651666
3951,0.484906640544259
3952,0.48927290172976884
3953,0.42533365967221853
3954,0.49640903636279826
3955,0.48330297041949444
3956,0.485692967319303
3957,0.39368027225831753
3958,0.49285841377527695
3959,0.418367973914321
3960,0.4938591738181298
3961,0.4491391640159709
3962,0.4995289330648463
3963,0.36602177465976177
3964,0.4876782355706808
3965,0.4995470690820428
3966,0.16536219754188003
3967,0.3575205213788822
3968,0.4968149341824048
3969,0.3584693341289096
3970,0.34375892263196905
3971,0.09825185062872968
3972,0.49972344379002287
3973,0.4914255474939848
3974,0.4279635450992135
3975,0.4995989664927133
3976,0.4789173501062565
3977,0.4770782395276883
3978,0.49795715091357984
3979,0.45414656553043486
3980,0.42075709582752263
3981,0.3851071777975512
3982,0.4651515587689261
3983,0.48629141379754753
